LT,KM,KT,LB,Price,Kota/Kab,Provinsi,Type
0,2,3,320,8.500.000.000,Manado Kota,Sulawesi Utara,Apartemen
0,1,3,88,800.000.000,Jakarta Utara,Jakarta D.K.I.,Apartemen
0,1,1,21,80.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,1,1,31.9,625.000.000,Surakarta Kota,Jawa Tengah,Apartemen
0,2,2,56,700.000.000,Tangerang Kota,Banten,Apartemen
0,3,4,168,4.600.000.000,Jakarta Selatan,Jakarta D.K.I.,Apartemen
0,1,1,24,700.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,2,2,68,1.300.000.000,Manado Kota,Sulawesi Utara,Apartemen
0,3,4,325,8.500.000.000,Manado Kota,Sulawesi Utara,Apartemen
0,1,1,38,800.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,2,52,1.150.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,2,48,975.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,2,54.26,1.750.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,1,1,26.5,750.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,1,2,34,485.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,1,2,53,1.850.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,3,4,170,5.000.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,3,4,170,5.800.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,1,3,80.67,2.500.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,3,4,105,1.900.000.000,Aceh Besar Kab.,Aceh D.I.,Apartemen
0,1,1,18,450.000.000,Tangerang Kota,Banten,Apartemen
0,1,2,35,400.000.000,Jakarta Timur,Jakarta D.K.I.,Apartemen
0,1,1,42,2.000.000.000,Jakarta Selatan,Jakarta D.K.I.,Apartemen
0,1,2,41,650.000.000,Manado Kota,Sulawesi Utara,Apartemen
0,1,1,22,399.000.000,Jakarta Timur,Jakarta D.K.I.,Apartemen
0,3,5,500,15.000.000.000,Subulussalam Kota,Aceh D.I.,Rumah
0,3,5,250,4.680.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
0,1,3,202,899.000.000,Banyuwangi Kab.,Jawa Timur,Rumah
0,1,2,74,750.000.000,Tangerang Selatan Kota,Banten,Apartemen
0,2,2,0,3.800.000.000,Gianyar Kab.,Bali,Rumah
0,5,6,600,52.500.000.000,Subulussalam Kota,Aceh D.I.,Rumah
0,1,2,87,1.700.000.000,Jakarta Selatan,Jakarta D.K.I.,Apartemen
0,5,5,350,4.740.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
0,5,4,708,31.000.000.000,Simeulue Kab.,Aceh D.I.,Rumah
0,1,2,93,800.000.000,Aceh Barat Kab.,Aceh D.I.,Rumah
0,7,6,800,37.500.000.000,Simeulue Kab.,Aceh D.I.,Rumah
0,1,2,75,3.000.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,2,3,86,2.990.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,1,20.5,240.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,1,1,37.5,470.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,1,61,1.800.000.000,Kab. Badung,Bali,Apartemen
0,1,2,40,850.000.000,Tangerang Selatan Kota,Banten,Rumah
0,3,2,100,3.344.000.000,Simeulue Kab.,Aceh D.I.,Rumah
0,3,3,126,7.500.000.000,Bireuen Kab.,Aceh D.I.,Rumah
0,1,1,80,2.500.000.000,Simeulue Kab.,Aceh D.I.,Rumah
0,3,3,250,6.700.000.000,Simeulue Kab.,Aceh D.I.,Rumah
0,2,2,90,2.960.000.000,Simeulue Kab.,Aceh D.I.,Rumah
0,1,1,35,629.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,1,2,33,455.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,2,36,680.000.000,Jakarta Timur,Jakarta D.K.I.,Apartemen
0,7,7,650,10.500.000.000,Bireuen Kab.,Aceh D.I.,Rumah
0,3,5,280,2.700.000.000,Cilacap Kab.,Jawa Tengah,Rumah
0,3,4,226,5.000.000.000,Lahat Kab.,Sumatra Selatan,Rumah
0,3,4,165,5.520.000.000,Sabang Kota,Aceh D.I.,Rumah
0,5,6,450,9.500.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
0,3,3,90,1.300.000.000,Solok Kab.,Sumatra Barat,Rumah
0,3,4,400,22.000.000.000,Subulussalam Kota,Aceh D.I.,Rumah
0,3,5,300,4.000.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
0,3,5,506,8.000.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
0,4,7,646,18.500.000.000,Surakarta Kota,Jawa Tengah,Rumah
0,2,3,800,9.000.000.000,Bireuen Kab.,Aceh D.I.,Rumah
0,2,4,120,1.900.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
0,3,3,184,4.100.000.000,Subulussalam Kota,Aceh D.I.,Rumah
0,2,2,175,10.700.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,1,21,325.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,1,1,28,680.000.000,Sleman Kab.,Yogyakarta D.I.,Apartemen
0,1,2,80,2.751.859.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,3,3,146,3.774.519.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,2,3,170,4.425.790.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,1,2,33,430.000.000,Jakarta Pusat,Jakarta D.K.I.,Apartemen
0,5,5,552,12.000.000.000,Ogan Ilir Kab.,Sumatra Selatan,Rumah
0,1,2,0,465.000.000,Makassar Kota,Sulawesi Selatan,Apartemen
0,3,4,0,3.300.000.000,Makassar Kota,Sulawesi Selatan,Rumah
0,2,3,149,595.000.000,Pekanbaru Kota,Riau,Apartemen
0,1,1,45.43,1.149.000.000,Lombok Utara Kab.,Nusa Tenggara Barat,Apartemen
0,2,5,500,5.000.000,Bima Kab.,Nusa Tenggara Barat,Rumah
0,5,5,1400,3.000.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
0,5,3,270,1.600.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
0,1,1,34,880.000.000,Bandar Lampung Kota,Lampung,Apartemen
0,1,1,36,750.000.000,Bandar Lampung Kota,Lampung,Apartemen
0,1,1,24,310.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,1,24,310.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,1,22,340.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,1,48,950.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,2,2,107,2.500.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,2,45,1.800.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,2,1,70,1.350.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,2,1,850.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,2,39,990.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,2,50,1.150.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,1,35,1.380.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,1,28,380.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,1,1,44.6,750.000.000,Batam Kota,Kepulauan Riau,Apartemen
0,4,6,550,7.000.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
0,1,1,42,1.200.000.000,Balikpapan Kota,Kalimantan Timur,Apartemen
0,1,1,31,1.000.000.000,Balikpapan Kota,Kalimantan Timur,Apartemen
0,3,3,223,2.750.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
0,1,1,34,897.435.000,Balikpapan Kota,Kalimantan Timur,Apartemen
0,1,1,31,910.000.000,Balikpapan Kota,Kalimantan Timur,Apartemen
0,1,1,32,575.000.000,Balikpapan Kota,Kalimantan Timur,Apartemen
0,1,1,54,950.000.000,Balikpapan Kota,Kalimantan Timur,Apartemen
0,3,3,150,1.650.000.000,Hulu Sungai Selatan Kab.,Kalimantan Selatan,Rumah
0,2,3,124.5,3.800.000.000,Surabaya Kota,Jawa Timur,Apartemen
0,2,3,165,2.200.000.000,Surakarta Kota,Jawa Tengah,Rumah
0,2,4,290,2.500.000.000,Surakarta Kota,Jawa Tengah,Rumah
0,1,1,42,340.000.000,Batam Kota,Kepulauan Riau,Apartemen
