LT,KM,KT,LB,Price,Kota/Kab,Provinsi,Type
132,2,3,136,1.000.000.000,Palembang Kota,Sumatra Selatan,Rumah
132,2,3,132,750.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
132,3,3,144,2.500.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
132,2,3,88,973.000.000,Minahasa Utara Kab.,Sulawesi Utara,Rumah
132,2,3,88,918.000.000,Minahasa Utara Kab.,Sulawesi Utara,Rumah
132,2,2,70,10.000.000,Pekanbaru Kota,Riau,Rumah
132,2,3,110,400.000.000,Pekanbaru Kota,Riau,Rumah
132,1,3,108,450.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
132,3,3,264,1.300.000.000,Samarinda Kota,Kalimantan Timur,Rumah
132,1,3,132,899.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
132,2,3,80,650.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
132,2,3,132,650.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
132,2,2,112,750.000.000,Pontianak Kota,Kalimantan Barat,Rumah
132,2,2,117,280.000.000,Pontianak Kota,Kalimantan Barat,Rumah
131,3,5,155,1.750.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
131,4,3,126,3.500.000.000,Kab. Badung,Bali,Rumah
131,2,3,131,980.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
131,2,2,114,999.000.000,Pekanbaru Kota,Riau,Rumah
130,1,1,65,3.280.000.000,Kab. Badung,Bali,Rumah
130,2,4,100,800.000.000,Padang Kota,Sumatra Barat,Rumah
130,3,4,180,1.950.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
130,1,2,50,340.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
130,1,2,43,600.000.000,Palembang Kota,Sumatra Selatan,Rumah
130,3,2,114,850.000.000,Palembang Kota,Sumatra Selatan,Rumah
130,1,2,60,450.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
130,1,2,65,380.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
130,1,2,36,205.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
130,1,2,30,286.000.000,Kulon Progo Kab.,Yogyakarta D.I.,Rumah
130,2,3,130,2.200.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
130,3,3,139,3.000.000.000,Kab. Badung,Bali,Rumah
130,2,3,168,2.000.000.000,Sabang Kota,Aceh D.I.,Rumah
130,2,2,58,460.000.000,Pekanbaru Kota,Riau,Rumah
130,2,3,100,290.000.000,Pekanbaru Kota,Riau,Rumah
130,1,2,36,315.000.000,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah
130,3,3,85,975.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
130,3,4,190,1.450.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
130,1,2,54,750.000.000,Samarinda Kota,Kalimantan Timur,Rumah
130,1,2,70,360.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
130,2,3,100,550.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
130,1,2,90,530.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
130,1,2,54,395.000.000,Pekanbaru Kota,Riau,Rumah
129,2,4,129,950.000.000,Surabaya Kota,Jawa Timur,Rumah
129,3,4,120,1.350.000.000,Semarang Kota,Jawa Tengah,Rumah
129,3,2,243,1.800.000.000,Medan Kota,Sumatra Utara,Rumah
129,3,4,120,1.300.000.000,Semarang Kota,Jawa Tengah,Rumah
129,2,4,160,990.000.000,Pekanbaru Kota,Riau,Rumah
129,4,5,110,800.000.000,Bandar Lampung Kota,Lampung,Rumah
129,3,3,150,1.300.000.000,Pontianak Kota,Kalimantan Barat,Rumah
128,1,3,65,593.000.000,Kulon Progo Kab.,Yogyakarta D.I.,Rumah
128,1,3,120,1.300.000.000,Palembang Kota,Sumatra Selatan,Rumah
128,3,3,150,650.000.000,Padang Kota,Sumatra Barat,Rumah
128,3,4,110,2.500.000.000,Gowa Kab.,Sulawesi Selatan,Rumah
128,2,3,160,2.895.000.000,Surabaya Kota,Jawa Timur,Rumah
128,1,3,60,517.000.000,Kulon Progo Kab.,Yogyakarta D.I.,Rumah
128,4,4,200,3.150.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
128,2,3,85,480.000.000,Pekanbaru Kota,Riau,Rumah
128,5,6,250,2.200.000.000,Tangerang Kab.,Banten,Rumah
128,4,5,128,4.750.000.000,Surabaya Kota,Jawa Timur,Rumah
128,2,3,85,1.700.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
128,1,3,76,760.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
128,1,3,76,760.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
128,1,2,90,2.400.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
128,2,3,220,3.950.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
128,3,4,160,2.100.000.000,Surabaya Kota,Jawa Timur,Rumah
128,3,4,120,2.200.000.000,Pekanbaru Kota,Riau,Rumah
128,3,4,145,900.000.000,Bandar Lampung Kota,Lampung,Rumah
128,5,5,250,1.500.000.000,Karimun Kab.,Kepulauan Riau,Rumah
128,2,3,128,669.000.000,Batam Kota,Kepulauan Riau,Rumah
128,2,3,83,1.150.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
127,1,4,127,300.000.000,Padang Kota,Sumatra Barat,Rumah
127,3,3,155,2.030.000.000,Padang Kota,Sumatra Barat,Rumah
127,1,2,50,362.200.000,Kulon Progo Kab.,Yogyakarta D.I.,Rumah
127,2,3,99,550.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
126,3,4,160,1.880.000.000,Pontianak Kota,Kalimantan Barat,Rumah
126,3,3,245,1.200.000.000,Medan Kota,Sumatra Utara,Rumah
126,2,3,72,1.975.000.000,Palembang Kota,Sumatra Selatan,Rumah
126,2,2,90,2.960.000.000,Simeulue Kab.,Aceh D.I.,Rumah
126,3,4,230,3.400.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
126,2,3,75,765.000.000,Pekanbaru Kota,Riau,Rumah
126,5,6,170,1.500.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
126,3,2,100,2.600.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
126,1,2,126,1.050.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
126,3,4,190,600.000.000,Pekanbaru Kota,Riau,Rumah
126,1,2,46,600.000.000,Semarang Kota,Jawa Tengah,Rumah
126,3,3,273,3.250.000.000,Surabaya Kota,Jawa Timur,Rumah
126,2,2,126,1.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
126,3,1,126,1.000.000.000,Makassar Kota,Sulawesi Selatan,Rumah
126,1,2,70,300.000.000,Bandar Lampung Kota,Lampung,Rumah
126,4,5,160,1.350.000.000,Batam Kota,Kepulauan Riau,Rumah
126,2,3,79,1.800.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
126,2,3,135,2.800.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
126,3,3,88,2.150.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
126,1,3,100,1.200.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
125,2,3,1,195.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
125,1,2,42,380.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
125,10,10,120,4.300.000.000,Surabaya Kota,Jawa Timur,Rumah
125,2,3,120,1.700.000.000,Tangerang Selatan Kota,Banten,Rumah
125,2,3,138,1.700.000.000,Denpasar Kota,Bali,Rumah
125,2,3,125,750.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
125,2,3,100,650.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
125,2,3,90,650.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
125,1,2,70,450.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
125,1,1,70,670.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
124,4,4,224,2.750.000.000,Medan Kota,Sumatra Utara,Rumah
124,3,4,95,2.250.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
124,2,2,92,1.260.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
124,2,3,80,765.000.000,Pekanbaru Kota,Riau,Rumah
124,2,3,50,164.100.000,Deli Serdang Kab.,Sumatra Utara,Rumah
124,3,4,150,500.000.000,Padang Kota,Sumatra Barat,Rumah
124,3,4,95,2.252.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
124,3,4,95,2.230.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
124,1,2,55,424.000.000,Pekanbaru Kota,Riau,Rumah
124,4,5,200,750.000.000,Bandar Lampung Kota,Lampung,Rumah
124,1,3,60,475.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
124,1,2,50,515.000.000,Kubu Raya Kab.,Kalimantan Barat,Rumah
123,3,3,86,1.600.000.000,Kab. Badung,Bali,Rumah
123,1,2,90,1.200.000.000,Bandung Kota,Jawa Barat,Rumah
123,1,2,47,320.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
123,2,2,70,445.000.000,Bandar Lampung Kota,Lampung,Rumah
123,1,2,60,355.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
123,1,2,123,700.000.000,Semarang Kota,Jawa Tengah,Rumah
122,2,5,155,395.000.000,Padang Kota,Sumatra Barat,Rumah
122,1,3,57,405.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
122,4,4,242,1.850.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
122,4,4,198,1.900.000.000,Makassar Kota,Sulawesi Selatan,Rumah
122,4,4,235,2.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
122,1,2,122,600.000.000,Bandar Lampung Kota,Lampung,Rumah
122,2,3,122,700.000.000,Bandar Lampung Kota,Lampung,Rumah
122,1,3,50,850.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
122,2,2,120,500.000.000,Pontianak Kota,Kalimantan Barat,Rumah
121,1,2,1,190.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
121,2,2,100,600.000.000,Palembang Kota,Sumatra Selatan,Rumah
121,4,4,154,1.000.000.000,Manado Kota,Sulawesi Utara,Rumah
121,1,1,100,575.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
121,1,2,45,450.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,1,2,50,750.000.000,Padang Kota,Sumatra Barat,Rumah
120,2,2,100,1.800.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
120,3,3,160,4.200.000.000,Medan Kota,Sumatra Utara,Rumah
120,1,1,38,789.500.000,Manado Kota,Sulawesi Utara,Rumah
120,1,2,70,1.445.000.000,Makassar Kota,Sulawesi Selatan,Rumah
120,3,3,129,2.044.600.000,Manado Kota,Sulawesi Utara,Rumah
120,3,4,129,1.885.200.000,Tangerang Kab.,Banten,Rumah
120,4,4,300,4.200.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
120,2,3,100,2.800.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
120,2,3,95,650.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
120,9,9,120,1.600.000.000,Palembang Kota,Sumatra Selatan,Rumah
120,1,3,82,380.000.000,Makassar Kota,Sulawesi Selatan,Rumah
120,3,4,118,1.890.000.000,Bogor Kab.,Jawa Barat,Rumah
120,2,2,120,495.000.000,Lubuklinggau Kota,Sumatra Selatan,Rumah
120,1,2,70,609.000.000,Bogor Kab.,Jawa Barat,Rumah
120,3,5,60,350.000.000,Manado Kota,Sulawesi Utara,Rumah
120,3,4,200,2.100.000.000,Surabaya Kota,Jawa Timur,Rumah
120,3,5,167,1.600.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
120,2,3,120,3.920.000.000,Tangerang Kab.,Banten,Rumah
120,1,2,70,680.000.000,Dharmasraya Kab.,Sumatra Barat,Rumah
120,6,5,460,2.650.000.000,Medan Kota,Sumatra Utara,Rumah
120,1,2,42,290.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
120,2,3,80,450.000.000,Palembang Kota,Sumatra Selatan,Rumah
120,1,3,100,850.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
120,2,2,80,500.000.000,Palembang Kota,Sumatra Selatan,Rumah
120,1,2,86,1.100.000.000,Manado Kota,Sulawesi Utara,Rumah
120,1,2,70,750.000.000,Depok Kota,Jawa Barat,Rumah
120,1,2,1,300.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
120,3,3,120,900.000.000,Medan Kota,Sumatra Utara,Rumah
120,3,3,160,2.800.000.000,Medan Kota,Sumatra Utara,Rumah
120,2,3,102,1.250.000.000,Semarang Kota,Jawa Tengah,Rumah
120,3,4,160,1.750.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
120,2,3,100,295.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
120,1,2,100,700.000.000,Semarang Kota,Jawa Tengah,Rumah
120,1,2,78,730.000.000,Palembang Kota,Sumatra Selatan,Rumah
120,3,5,1,4.150.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
120,3,3,160,2.600.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
120,4,4,224,3.200.000.000,Medan Kota,Sumatra Utara,Rumah
120,3,4,244,3.000.000.000,Medan Kota,Sumatra Utara,Rumah
120,1,2,50,800.000.000,Manado Kota,Sulawesi Utara,Rumah
120,3,3,150,2.700.000.000,Surabaya Kota,Jawa Timur,Rumah
120,3,4,180,3.100.000.000,Surabaya Kota,Jawa Timur,Rumah
120,2,2,60,550.000.000,Pekanbaru Kota,Riau,Rumah
120,1,2,60,365.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
120,2,3,100,1.850.000.000,Semarang Kota,Jawa Tengah,Rumah
120,2,2,80,1.250.000.000,Semarang Kota,Jawa Tengah,Rumah
120,2,4,112,2.200.000.000,Semarang Kota,Jawa Tengah,Rumah
120,3,3,145,2.300.000.000,Bekasi Kota,Jawa Barat,Rumah
120,2,2,60,380.000.000,Pekanbaru Kota,Riau,Rumah
120,3,3,70,1.100.000.000,Bogor Kab.,Jawa Barat,Rumah
120,1,2,50,600.000.000,Padang Kota,Sumatra Barat,Rumah
120,1,2,60,1.200.000.000,Semarang Kota,Jawa Tengah,Rumah
120,3,4,150,2.200.000.000,Medan Kota,Sumatra Utara,Rumah
120,2,4,70,850.000.000,Semarang Kota,Jawa Tengah,Rumah
120,3,5,200,1.900.000.600,Medan Kota,Sumatra Utara,Rumah
120,1,2,50,425.000.000,Medan Kota,Sumatra Utara,Rumah
120,1,3,200,3.800.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
120,4,4,330,8.950.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
120,1,2,48,484.000.000,Manado Kota,Sulawesi Utara,Rumah
120,2,3,80,825.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
120,4,3,100,650.000.000,Palembang Kota,Sumatra Selatan,Rumah
120,2,3,80,850.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
120,3,5,200,1.900.000.000,Medan Kota,Sumatra Utara,Rumah
120,1,3,120,800.000.000,Pontianak Kota,Kalimantan Barat,Rumah
120,4,4,200,1.540.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
120,1,3,48,1.700.000.000,Semarang Kota,Jawa Tengah,Rumah
120,5,5,240,5.750.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
120,2,3,95,1.567.774.894,Manado Kota,Sulawesi Utara,Rumah
120,2,3,70,620.000.000,Pekanbaru Kota,Riau,Rumah
120,4,4,294,2.600.000.000,Medan Kota,Sumatra Utara,Rumah
120,2,2,90,370.000.000,Manado Kota,Sulawesi Utara,Rumah
120,2,3,70,1.200.000.000,Manado Kota,Sulawesi Utara,Rumah
120,2,2,200,580.000.000,Manado Kota,Sulawesi Utara,Rumah
120,2,2,120,410.000.000,Manado Kota,Sulawesi Utara,Rumah
120,2,3,60,1.450.000.000,Manado Kota,Sulawesi Utara,Rumah
120,3,4,80,430.000.000,Manado Kota,Sulawesi Utara,Rumah
120,1,2,62,1.106.000.000,Manado Kota,Sulawesi Utara,Rumah
120,1,2,57,572.000.000,Manado Kota,Sulawesi Utara,Rumah
120,2,3,63,833.700.000,Manado Kota,Sulawesi Utara,Rumah
120,3,4,133,2.230.000.000,Makassar Kota,Sulawesi Selatan,Rumah
120,1,2,120,850.000.000,Makassar Kota,Sulawesi Selatan,Rumah
120,2,3,90,315.000.000,Pekanbaru Kota,Riau,Rumah
120,2,3,90,665.000.000,Pekanbaru Kota,Riau,Apartemen
120,2,3,70,350.000.000,Pekanbaru Kota,Riau,Rumah
120,3,2,150,1.600.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
120,2,2,135,750.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
120,2,2,30,335.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
120,2,2,120,550.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
120,2,3,90,1.600.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
120,2,3,80,650.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
120,3,3,120,1.700.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
120,3,2,100,1.500.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
120,2,2,55,500.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
120,2,4,150,685.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
120,3,3,120,1.780.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
120,2,2,100,30.000.000,Bandar Lampung Kota,Lampung,Rumah
120,2,3,80,575.000.000,Bandar Lampung Kota,Lampung,Rumah
120,2,3,70,498.000.000,Bandar Lampung Kota,Lampung,Rumah
120,2,2,160,2.000.000.000,Way Kanan Kab.,Lampung,Rumah
120,2,4,106,1.111.000.000,Bandar Lampung Kota,Lampung,Rumah
120,1,2,80,340.000.000,Bandar Lampung Kota,Lampung,Rumah
120,2,3,120,440.000.000,Bandar Lampung Kota,Lampung,Rumah
120,2,3,216,1.200.000.000,Batam Kota,Kepulauan Riau,Rumah
120,2,10,60,450.000.000,Batam Kota,Kepulauan Riau,Rumah
120,2,3,60,900.999.999,Batam Kota,Kepulauan Riau,Rumah
120,3,3,100,550.000.000,Batam Kota,Kepulauan Riau,Rumah
120,2,2,52,650.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,1,2,45,1.400.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,2,3,120,1.700.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,1,2,59,534.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,2,3,90,900.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,3,3,71,1.750.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,1,2,45,475.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,2,3,100,930.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
120,2,2,80,250.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
120,2,2,100,400.000.000,Banjarbaru Kota,Kalimantan Selatan,Rumah
120,3,3,100,1.800.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
120,1,2,45,125.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
120,2,2,120,580.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
120,3,3,120,700.000.000,Barito Kuala Kab.,Kalimantan Selatan,Rumah
120,2,2,70,500.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
120,1,2,45,400.000.000,Singkawang Kota,Kalimantan Barat,Rumah
120,3,4,162,980.000.000,Pontianak Kota,Kalimantan Barat,Rumah
120,2,3,240,1.000.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
119,1,2,36,65.000.000,Pekanbaru Kota,Riau,Rumah
119,2,2,66,995.000.000,Pekanbaru Kota,Riau,Rumah
119,4,5,290,5.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
118,3,5,260,1.800.000.000,Palembang Kota,Sumatra Selatan,Rumah
118,1,3,100,550.000.000,Padang Kota,Sumatra Barat,Rumah
118,1,2,45,470.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
118,1,2,45,470.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
118,2,3,70,500.000.000,Bandar Lampung Kota,Lampung,Rumah
118,2,2,70,500.000.000,Bandar Lampung Kota,Lampung,Rumah
117,2,3,117,2.030.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
117,3,5,162,950.000.000,Padang Kota,Sumatra Barat,Rumah
117,1,2,1,190.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
117,3,4,110,1.489.200.000,Sleman Kab.,Yogyakarta D.I.,Rumah
117,3,4,157,1.690.000.000,Manado Kota,Sulawesi Utara,Rumah
117,2,3,116,1.795.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
117,1,5,120,800.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
117,1,3,117,800.000.000,Makassar Kota,Sulawesi Selatan,Rumah
117,3,4,182,1.000.000.000,Pontianak Kota,Kalimantan Barat,Rumah
116,2,2,84,550.000.000,Pekanbaru Kota,Riau,Rumah
116,3,3,80,540.000.000,Pekanbaru Kota,Riau,Rumah
116,2,2,80,600.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
116,2,3,128,750.000.000,Pontianak Kota,Kalimantan Barat,Rumah
115,3,3,160,2.700.000.000,Tangerang Selatan Kota,Banten,Rumah
115,1,2,45,330.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
115,5,5,132,2.553.000.000,Tangerang Kab.,Banten,Rumah
115,2,3,80,850.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
114,1,2,50,398.900.000,Kulon Progo Kab.,Yogyakarta D.I.,Rumah
114,1,2,90,1.200.000.000,Bandung Kota,Jawa Barat,Rumah
114,2,3,114,650.000.000,Padang Kota,Sumatra Barat,Rumah
114,1,2,110,450.000.000,Palembang Kota,Sumatra Selatan,Rumah
114,2,2,83,1.900.000.000,Kab. Badung,Bali,Rumah
114,1,2,50,449.300.000,Kulon Progo Kab.,Yogyakarta D.I.,Rumah
114,2,3,90,800.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
114,1,3,90,800.000.000,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah
114,2,3,70,520.000.000,Bandar Lampung Kota,Lampung,Rumah
114,1,2,36,370.000.000,Batam Kota,Kepulauan Riau,Rumah
113,3,5,113,1.150.000.000,Bukittinggi Kota,Sumatra Barat,Rumah
113,2,3,100,580.000.000,Padang Kota,Sumatra Barat,Rumah
113,1,2,45,432.500.000,Sleman Kab.,Yogyakarta D.I.,Rumah
113,2,2,100,1.900.000.000,Kab. Badung,Bali,Rumah
113,2,3,90,950.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
113,1,2,60,690.000.000,Bandar Lampung Kota,Lampung,Rumah
113,2,3,80,745.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
113,1,2,70,220.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
112,1,2,55,540.000.000,Palembang Kota,Sumatra Selatan,Rumah
112,3,3,128,1.400.000.000,Deli Serdang Kab.,Sumatra Utara,Rumah
112,2,3,112,650.000.000,Padang Kota,Sumatra Barat,Rumah
112,2,3,160,1.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
112,2,3,96,750.000.000,Padang Kota,Sumatra Barat,Rumah
112,1,2,36,108.200.000,Lhokseumawe Kota,Aceh D.I.,Rumah
112,1,2,1,190.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
112,1,3,50,586.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
112,1,2,36,190.000.000,Pontianak Kota,Kalimantan Barat,Rumah
112,1,2,50,600.000.000,Solok Kota,Sumatra Barat,Rumah
112,3,4,196,1.300.000.000,Medan Kota,Sumatra Utara,Rumah
112,4,4,146,4.100.000.000,Tangerang Kab.,Banten,Rumah
112,4,3,130,1.950.000.000,Agam Kab.,Sumatra Barat,Rumah
112,2,3,96,1.360.000.000,Tangerang Selatan Kota,Banten,Rumah
112,1,2,96,239.000.000,Payakumbuh Kota,Sumatra Barat,Rumah
112,3,2,112,450.000.000,Palembang Kota,Sumatra Selatan,Rumah
112,2,3,170,2.375.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
112,2,3,80,1.650.000.000,Kab. Badung,Bali,Rumah
112,2,2,112,450.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
112,2,2,70,480.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
112,1,2,70,550.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
112,1,2,112,580.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
112,1,3,60,485.000.000,Bandar Lampung Kota,Lampung,Rumah
112,3,3,110,1.100.000.000,Bandar Lampung Kota,Lampung,Rumah
112,2,3,55,585.000.000,Bandar Lampung Kota,Lampung,Rumah
112,2,3,85,775.000.000,Bandar Lampung Kota,Lampung,Rumah
112,3,3,68,1.650.000.000,Batam Kota,Kepulauan Riau,Rumah
112,2,3,80,700.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
112,3,3,85,1.250.000.000,Penajam Paser Utara Kab.,Kalimantan Timur,Rumah
112,2,2,85,1.500.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
112,2,2,110,700.000.000,Pontianak Kota,Kalimantan Barat,Rumah
112,3,4,255,24.000.000.000,Batam Kota,Kepulauan Riau,Rumah
111,2,3,65,650.000.000,Semarang Kab.,Jawa Tengah,Rumah
111,1,2,36,325.000.000,Padang Kota,Sumatra Barat,Rumah
111,2,3,105,2.600.000.000,Kab. Badung,Bali,Rumah
111,3,3,97,1.912.000.000,Manado Kota,Sulawesi Utara,Rumah
111,1,3,72,748.000.000,Batam Kota,Kepulauan Riau,Rumah
111,1,2,75,430.000.000,Pontianak Kota,Kalimantan Barat,Rumah
110,1,3,50,149.000.000,Makassar Kota,Sulawesi Selatan,Rumah
110,1,2,42,310.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
110,1,2,70,980.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
110,3,3,180,1.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
110,2,2,165,2.700.000.000,Tabanan Kab.,Bali,Rumah
110,3,4,170,1.400.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
110,1,3,50,395.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
110,1,2,40,230.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
110,3,4,110,1.500.000.000,Semarang Kota,Jawa Tengah,Rumah
110,1,2,108,190.000.000,Palembang Kota,Sumatra Selatan,Rumah
110,2,3,75,856.200.000,Bantul Kab.,Yogyakarta D.I.,Rumah
110,1,2,40,290.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
110,2,3,72,680.000.000,Bukittinggi Kota,Sumatra Barat,Rumah
110,2,3,55,1.400.000.000,Denpasar Kota,Bali,Rumah
110,1,2,50,755.000.000,Semarang Kota,Jawa Tengah,Rumah
110,3,3,95,1.300.000.500,Bandung Kota,Jawa Barat,Rumah
110,3,6,200,920.000.000,Bandung Kota,Jawa Barat,Rumah
110,2,3,110,1.250.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
110,1,3,110,425.000.000,Bandar Lampung Kota,Lampung,Rumah
110,1,2,60,485.000.000,Bandar Lampung Kota,Lampung,Rumah
109,2,2,123,3.150.000.000,Kab. Badung,Bali,Rumah
109,3,3,110,1.110.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
